organization_name,organization_headquarters,organization_site,organization_description,link,partner_type
Lockheed Martin,USA,Visit the Lockheed Martin website,Headquartered in Bethesda  Maryland  Lockheed Martin is a global security and aerospace company that employs approximately 113 000 people worldwide. It is principally engaged in the research  design  development  manufacture  integration and sustaining of advanced technology systems  products and services. The corporations net sales for 2015 were $46.1 billion.,https://www.weforum.org/organizations/lockheed-martin-corporation,associate partnership
Luma Group,USA,,Ophir Holdings is an alternative investment firm.,https://www.weforum.org/organizations/luma-bio,associate partnership
LVMH Moët Hennessy - Louis Vuitton,France,Visit the LVMH Moët Hennessy - Louis Vuitton website,LVMH Moët Hennessy - Louis Vuitton is a luxury goods group active in five segments: fashion and leather goods  perfumes and cosmetics  watches and jewellery  wines and spirits  and selective retailing. It has over 65 brands  including Louis Vuitton  Fendi  Guerlain  Givenchy  Parfums Christian Dior  Bulgari  TAG Heuer  Chaumet  Moët & Chandon  Dom Pérignon  Château dYquem  Le Bon Marché  Sephora and DFS.,https://www.weforum.org/organizations/lvmh-moet-hennessy-louis-vuitton,associate partnership
LyondellBasell,USA,Visit the LyondellBasell website,LyondellBasell (NYSE: LYB) is a public multinational chemical company with American and European roots  incorporated in the Netherlands  with US headquarters in Houston  Texas  and global operations in London  United Kingdom. The company is the largest licensor of polyethylene and polypropylene technologies. It also produces ethylene  propylene  polyolefins and oxyfuels. LyondellBasell manufactures products at 57 sites in 18 countries. Its products and technologies are used to make items that improve the quality of life for people around the world  including packaging  electronics  automotive parts  home furnishings  construction materials and biofuels.,https://www.weforum.org/organizations/lyondellbasell,associate partnership
Maekyung Media Group,Republic of Korea,Visit the Maekyung Media Group website,Maekyung Media Group operates a newspaper  a broadcasting network  a weekly and a monthly magazine  and an electronic newspaper. It publishes a Korean-language business newspaper with a circulation of 1.2 million; its television broadcast reaches 15 million viewers every day.,https://www.weforum.org/organizations/maekyung-media-group,associate partnership
Magic Leap,USA,Visit the Magic Leap website,Magic Leap  founded in 2010  develops augmented reality wearable headsets designed to enhance productivity and solve real-world problems facing industries today by improving communication  reducing errors and visualizing solutions. As of October 2021  it had a new valuation of some $2 billion.,https://www.weforum.org/organizations/magic-leap,associate partnership
Mayfield,USA,Visit the Mayfield website,Mayfield is a global venture capital firm with $3 billion under management. It is currently investing Mayfield XIV  a $365 million fund focused on venture investments in the US  and Mayfield India I  a $111 million fund focused on early-stage investments in India-based companies. Over its 43-year history  it has invested in more than 530 companies  resulting in over 100 IPOs and more than 100 mergers and acquisitions.,https://www.weforum.org/organizations/mayfield-fund,associate partnership
McDermott,USA,Visit the McDermott website,McDermott is a leading worldwide energy services company manufacturing steam-generating equipment  environmental equipment and products for the US government. It also provides engineering and construction services for industrial  utility and hydrocarbon processing facilities and to the offshore oil and natural gas industry.,https://www.weforum.org/organizations/mcdermott-international,associate partnership
Medable,USA,Visit the Medable website,Medables mission is to get effective therapies to patients faster by providing an end-to-end  global cloud platform with a flexible suite of tools that allows sponsors  patients  providers and contract research organizations (CROs) to work together as a team in clinical trials. Medable’s solutions enable more efficient clinical research  more effective healthcare delivery  and more accurate precision and predictive medicine.,https://www.weforum.org/organizations/medable,associate partnership
Mercuria Energy Group,Switzerland,Visit the Mercuria Energy Group website,Mercuria is one of the largest independent energy and commodity groups in the world  bringing efficiency to the commodity value chain with technology and expertise and solutions. Mercuria’s business includes trading flows  strategic assets and structuring activities that generate more than $120 billion in turnover. It operates from more than 35 offices around the world. Mercuria has built upon a series of strategic acquisitions  including the physical commodities trading unit of JPMorgan Chase & Company  Noble Group’s US gas and power business and the Aegean Marine Petroleum Network  reorganized as Minerva Bunkering.,https://www.weforum.org/organizations/mercuria-energy-group-holding-sa,associate partnership
